Title Number,Tenure,Property Address,District,County,Region,Postcode,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator
DN54401,Freehold,"3 and 4 Sydney Street, North Road (PL1 5AE)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL1 5AE,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark, Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,30-07-2004,N
DN35137,Freehold,"73 Barton Avenue, Plymouth (PL2 1NZ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1NZ,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"1 Francis Clark, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,03-08-2004,N
CL23054,Freehold,"11 Market Street, Liskeard (PL14 3JH)",CORNWALL,CORNWALL,SOUTH WEST,PL14 3JH,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Suite 2.1, Second Floor, Renslade House, Bonhay Street, Exeter EX43 3AY",,,ANGELA AND STEVE WILLIAMS LIMITED,01580443,Limited Company or Public Limited Company,"LCD Publishing, Suite 2.1, Second Floor, Renslade House, Bonhay Street, Exeter EX43 3AY",,,,,,,,,,,,,,,08-03-2004,N
DN60155,Freehold,"260 North Road West, Plymouth (PL1 5DG)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL1 5DG,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Level 2.1, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,13-07-2006,N
DN244222,Freehold,"52 Derwent Avenue, Plymouth (PL3 6JW)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL3 6JW,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,30-11-2004,N
DN480514,Leasehold,"34 Kinnerton Way, (EX4 2PR)",EXETER,DEVON,SOUTH WEST,EX4 2PR,N,91000,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"1 Eyemore Drive, West Hill Road, Ottery St Mary, EX11 1UN","Francis Clark, 36 Southernhay East, Exeter, EX1 1NX",,,,,,,,,,,,,,,,,,,,02-06-2003,N
DN290773,Freehold,"118 Melrose Avenue, Plymouth (PL2 3RJ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 3RJ,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"118 Melrose Avenue, Pennycross, Plymouth PL2 3RJ",,,,,,,,,,,,,,,,,,,,,17-11-2004,N
DN241467,Freehold,"52/54, Higher Compton Road (PL3 5JE)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL3 5JE,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark, Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,24-11-2003,N
DN414286,Freehold,"209 North Road West, Plymouth (PL1 5DG)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL1 5DG,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Level 2.1, Renslade House, Bonhay Road, Exeter EX4 3AY",,,,,,,,,,,,,,,,,,,,,25-05-2006,N
DN142477,Freehold,"24 Malory Close, Plymouth (PL5 3ED)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 3ED,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Southernhay House, 36 Southernay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,18-11-2004,N
DN204986,Leasehold,"Flat 4, 64 Haddington Road, Plymouth (PL2 1RW)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1RW,N,,ATP HOLDINGS LTD,04194059,Limited Company or Public Limited Company,"Francis Clark Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,27-10-2004,N
DN323774,Freehold,"3 Duckworth Street, Stoke, Plymouth (PL2 1EW)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1EW,N,70000,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark, Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,06-08-2004,N
DN165922,Freehold,"8 Copleston Road, Plymouth (PL6 6RR)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL6 6RR,N,102000,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,25-10-2005,N
DN100521,Freehold,"52 Station Road, Keyham, Plymouth (PL2 1NQ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1NQ,N,,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Suite 21, 2nd Floor Renslade House, Bonhay Road, Exeter, Devon EX4 3AY","Southernhay House, 36 Southernhay East, Exeter, Devon EX1 1NX",,,,,,,,,,,,,,,,,,,,13-07-2005,N
DN116714,Freehold,"2 Lamerton Close, Plymouth (PL5 3RU)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 3RU,N,83000,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Southernhay House 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,17-11-2004,N
DN264856,Freehold,"2 Orchard Avenue, Plymouth (PL6 5SA)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL6 5SA,N,34500,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark, Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,06-12-2004,N
DN209261,Freehold,"556 Budshead Road, Plymouth (PL5 4DH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 4DH,N,104000,ATP HOLDINGS LTD,04194059,Limited Company or Public Limited Company,"Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,25-10-2005,N
DN217977,Freehold,"71 Southway Drive, Plymouth (PL6 6SL)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL6 6SL,N,99950,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark, Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,12-10-2004,N
DN182482,Freehold,"7 Whitleigh Green, Plymouth (PL5 4DD)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL5 4DD,N,99950,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,27-10-2004,N
DN212168,Freehold,"34 Carradale Road, Plymouth (PL6 5UQ)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL6 5UQ,N,97950,ATP HOLDINGS LTD,04194059,Limited Company or Public Limited Company,"Southernhay House 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,17-11-2004,N
DN323767,Freehold,"9 Duckworth Street, Plymouth (PL2 1EW)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL2 1EW,N,77400,ATP HOLDINGS LIMITED,04194059,Limited Company or Public Limited Company,"Francis Clark, Southernhay House, 36 Southernhay East, Exeter EX1 1NX",,,,,,,,,,,,,,,,,,,,,06-08-2004,N
WA65115,Freehold,"2 Herbert Street, Pontardawe, (SA8 4EB)",NEATH PORT TALBOT,NEATH PORT TALBOT,WALES,SA8 4EB,N,27750,MERIT ESTATE (UK) LIMITED,05845384,Limited Company or Public Limited Company,"77 Harlington West, Feltham, TW14 0JG",,,,,,,,,,,,,,,,,,,,,30-10-2006,N
WA153856,Freehold,"4 Herbert Street, Pontardawe, Swansea (SA8 4EB)",NEATH PORT TALBOT,NEATH PORT TALBOT,WALES,SA8 4EB,N,39000,MERIT ESTATE (UK) LIMITED,05845384,Limited Company or Public Limited Company,"77 Harlington Road, West Feltham, TW14 0JG",,,,,,,,,,,,,,,,,,,,,30-10-2006,N
DN94804,Freehold,"4 Langham Place, Plymouth (PL4 9QH)",CITY OF PLYMOUTH,CITY OF PLYMOUTH,SOUTH WEST,PL4 9QH,N,,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"2 Malllard Road, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,19-01-2016,N
WS18017,Freehold,"51 Priory Glade, Yeovil (BA21 3SQ)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,BA21 3SQ,N,155000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"2 Mallard Road, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,04-11-2015,N
WS47569,Leasehold,"Flat 16, Manhattan, Preston Road, Yeovil and parking space (BA20 2FS)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,BA20 2FS,N,100000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"Vici House, 2 Mallard Road, Sowton Industrial Estate, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,30-06-2017,N
WS49902,Leasehold,"Flat 3, Manhattan, Preston Road, Yeovil and parking spaces (BA20 2FS)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,BA20 2FS,N,105000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"Mallard Road, Sowton Industrial Estate, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,30-06-2017,N
WS38618,Leasehold,"37 Paulls Close, Martock (TA12 6DE)",SOUTH SOMERSET,SOMERSET,SOUTH WEST,TA12 6DE,N,102000,MALLARD PROPERTY (EXETER) LIMITED,09729264,Limited Company or Public Limited Company,"Vici House, 2 Mallard Road, Sowton Industrial Estate, Exeter EX2 7LD",,,,,,,,,,,,,,,,,,,,,30-06-2017,N
CB425718,Freehold,"Land on the south-east side of 13 Harston Road, Newton, Cambridge (CB22 7PA)",SOUTH CAMBRIDGESHIRE,CAMBRIDGESHIRE,EAST ANGLIA,CB22 7PA,N,,PHOENIX 50/50 LIMITED,09402020,Limited Company or Public Limited Company,"Potton House, Wyboston Lakes, Great North Road, Wyboston, Bedford MK44 3BZ",,,,,,,,,,,,,,,,,,,,,09-08-2017,N
NGL944180,Leasehold,"Premises on Level 6, Marble Arch House, 66 Seymour Street, London (W1H 5BT)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,W1H 5BT,N,,ACCESS INDUSTRIES (UK) LIMITED,05035508,Limited Company or Public Limited Company,"Warner Building, 28 Kensington Church Street, London W8 4EP",,,,,,,,,,,,,,,,,,,,,23-07-2014,N
NT279853,Freehold,"106 Mansfield Road, Nottingham (NG1 3HD)",CITY OF NOTTINGHAM,CITY OF NOTTINGHAM,EAST MIDLANDS,NG1 3HD,N,,MAUD & B LIMITED,06984258,Limited Company or Public Limited Company,"668 Woodborough Road, Nottingham NG3 5FS",,,,,,,,,,,,,,,,,,,,,31-10-2013,N
NT509244,Leasehold,"6 Eldon Chambers, Wheeler Gate, Nottingham (NG1 2NS)",CITY OF NOTTINGHAM,CITY OF NOTTINGHAM,EAST MIDLANDS,NG1 2NS,N,,MAUD & B LIMITED,06984258,Limited Company or Public Limited Company,"668 Woodborough Road, Nottingham NG3 5FS",,,,,,,,,,,,,,,,,,,,,11-02-2015,N
NT518421,Leasehold,"5, Eldon Chambers, Wheeler Gate, Nottingham (NG1 2NS)",CITY OF NOTTINGHAM,CITY OF NOTTINGHAM,EAST MIDLANDS,NG1 2NS,N,,MAUD AND B LIMITED,06984258,Limited Company or Public Limited Company,"668 Woodborough Road, Nottingham NG3 5FS",,,,,,,,,,,,,,,,,,,,,03-02-2016,N
DY140085,Freehold,"land at Geary Lane, Bretby, Burton-On-Trent",SOUTH DERBYSHIRE,DERBYSHIRE,EAST MIDLANDS,,N,,BRETBY FAIRWAYS MANAGEMENT COMPANY LIMITED,04918683,Limited Company or Public Limited Company,"3 Bretby Fairways, Bretby, Burton-On-Trent DE15 0QY",,,,,,,,,,,,,,,,,,,,,18-08-2016,N
GR73657,Freehold,"12-16 Quay Street, Gloucester (GL1 2JS)",GLOUCESTER,GLOUCESTERSHIRE,SOUTH WEST,GL1 2JS,N,225000,QUAY STREET FINANCING LIMITED,07475368,Limited Company or Public Limited Company,"Woodlands Grange, Woodlands Lane, Bradley Stoke, Bristol BS32 4JY","ApS Steen Kristiansen, Graesengen 5, DK-4000 Roskilde, Denmark",,,,,,,,,,,,,,,,,,,,31-01-2014,N
GR73657,Freehold,"12-16 Quay Street, Gloucester (GL1 2JS)",GLOUCESTER,GLOUCESTERSHIRE,SOUTH WEST,GL1 2JS,N,225000,QUAY STREET FINANCING LIMITED,07475368,Limited Company or Public Limited Company,"Woodlands Grange, Woodlands Lane, Bradley Stoke, Bristol BS32 4JY","ApS Steen Kristiansen, Graesengen 5, DK-4000 Roskilde, Denmark",,,,,,,,,,,,,,,,,,,,31-01-2014,N
YY19498,Leasehold,"Unit 3.12, Trinity Leeds, Albion Street, Leeds and remote store 1.23 (LS1 5AT)",LEEDS,WEST YORKSHIRE,YORKS AND HUMBER,LS1 5AT,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"33 Bath Road, Slough SL1 3UF",,,,,,,,,,,,,,,,,,,,,07-06-2013,N
K984950,Leasehold,"Unit U090a, Upper Thames Walk, Bluewater, Greenhithe (DA9 9SR)",DARTFORD,KENT,SOUTH EAST,DA9 9SR,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"Capital Point, 33 Bath Road, Slough, Berkshire SL7 3UF",,,,,,,,,,,,,,,,,,,,,19-10-2011,N
BGL90345,Leasehold,"Storage Unit S3002A, Westfield Shopping Centre, Ariel Way, London",HAMMERSMITH AND FULHAM,GREATER LONDON,GREATER LONDON,,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"Capital Point, 33 Bath Road, Slough, Berkshire SL1 3UF",,,,,,,,,,,,,,,,,,,,,18-06-2012,N
BGL85307,Leasehold,"Unit 1081, Westfield Shopping Centre, Ariel Way, London (W12 7GB)",HAMMERSMITH AND FULHAM,GREATER LONDON,GREATER LONDON,W12 7GB,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"Capital Point, 33 Bath Road, Slough, Berkshire SL1 3UF",,,,,,,,,,,,,,,,,,,,,14-10-2011,N
TY516557,Leasehold,"Remote Store Room For Unit 73 Metro Centre, Swalwell, Newcastle Upon Tyne",GATESHEAD,TYNE AND WEAR,NORTH,,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"33 Bath Road, Slough SL1 3UF",,,,,,,,,,,,,,,,,,,,,14-02-2014,N
TY515304,Leasehold,"Unit 73, Metro Centre, Gateshead",GATESHEAD,TYNE AND WEAR,NORTH,,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"33 Bath Road, Slough SL1 3UF",,,,,,,,,,,,,,,,,,,,,20-12-2013,N
SYK598893,Leasehold,"26A (Unit 73a), High Street, Meadowhall Centre, Sheffield (S9 1EN)",SHEFFIELD,SOUTH YORKSHIRE,YORKS AND HUMBER,S9 1EN,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"Lego Company Limited, Capital Point 33 Bath Road, Slough, Berkshire SL1 3UF",,,,,,,,,,,,,,,,,,,,,19-07-2012,N
ESX346625,Leasehold,"Unit 78, Churchill Square, Brighton and store (BN1 2TF)",BRIGHTON AND HOVE,BRIGHTON AND HOVE,SOUTH EAST,BN1 2TF,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"Capital Point, 33 Bath Road, Slough, Slough SL1 3UF",,,,,,,,,,,,,,,,,,,,,12-09-2012,N
CYM605761,Leasehold,"38 Grand Arcade, St Davids Dewi Sant, Cardiff (CF10 2ER)",CARDIFF,CARDIFF,WALES,CF10 2ER,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"33 Bath Road, Slough SL1 3UF",,,,,,,,,,,,,,,,,,,,,16-12-2013,N
NGL962116,Leasehold,"48 Leicester Square, London (WC2H 7LU)",CITY OF WESTMINSTER,GREATER LONDON,GREATER LONDON,WC2H 7LU,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"33 Bath Road, Slough SL1 3UF",,,,,,,,,,,,,,,,,,,,,28-07-2016,N
MAN196218,Leasehold,"Unit L35, The Arndale Centre, Corporation Street, Manchester (M4 3AJ)",MANCHESTER,GREATER MANCHESTER,NORTH WEST,M4 3AJ,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"Capital Point, 33 Bath Road, Slough, Berkshire SL1 3UF",,,,,,,,,,,,,,,,,,,,,03-08-2012,N
TGL359286,Leasehold,"66 The Arcade, Westfield Stratford City, Montfichet Road, Olympic Park, London (E20 1EH)",NEWHAM,GREATER LONDON,GREATER LONDON,E20 1EH,N,,LEGO COMPANY LIMITED,00368236,Limited Company or Public Limited Company,"Capital Point, 33 Bath Road, Slough, Berkshire SL1 3UF",,,,,,,,,,,,,,,,,,,,,21-02-2012,N
