DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
190206150,02/10/2019,02/10/2019,2330,,Rampart,0246,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0910 0311 1402 0329,0,X,X,135,MTA PROPERTY OR PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,998,,,600 S  ALVARADO                     ST,,"(34.0596, -118.2749)"
190206151,02/10/2019,02/10/2019,1800,,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,0913 1820 2004 0448 0444,39,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH,BONNIE BRAE,"(34.0539, -118.2756)"
190206152,02/11/2019,02/10/2019,1930,,Rampart,0212,210,ROBBERY,1206 0352 1822 0344 0406,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,600 N  VIRGIL                       AV,,"(34.0818, -118.2868)"
190206153,02/10/2019,02/10/2019,2020,,Rampart,0275,237,CHILD NEGLECT (SEE 300 W.I.C.),1501 1257 0553 2004 2002,0,M,H,101,STREET,,,IC,Invest Cont,237,,,,1800    JAMES M WOOD                 BL,,"(34.0519, -118.2755)"
190206156,02/11/2019,02/06/2019,1400,,Rampart,0241,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,500 S  LA FAYETTE PARK              PL,,"(34.0645, -118.2823)"
190206159,02/11/2019,02/09/2019,1900,,Rampart,0257,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344,44,M,H,101,STREET,,,IC,Invest Cont,420,,,,SHATTO                       PL,WITMER,"(34.0554, -118.2679)"
190206160,02/11/2019,02/11/2019,0630,,Rampart,0212,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1810 0913,40,M,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,511,VERBAL THREAT,IC,Invest Cont,930,,,,300 N  MADISON                      AV,,"(34.0764, -118.2892)"
190206161,02/11/2019,02/10/2019,0300,,Rampart,0238,330,BURGLARY FROM VEHICLE,0329 1307 1609 0344,55,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,300 N  BOYLSTON                     ST,,"(34.0642, -118.257)"
190206166,02/11/2019,02/08/2019,1830,,Rampart,0269,310,BURGLARY,0325 1236 1607,0,X,X,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,700    HARTFORD                     AV,,"(34.0522, -118.2673)"
190206167,02/11/2019,02/10/2019,2200,,Rampart,0238,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,30,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 N  BIXEL                        ST,,"(34.0647, -118.2546)"
190206172,02/11/2019,02/09/2019,2000,,Rampart,0211,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,MONROE,MARIPOSA                     AV,"(34.0814, -118.2962)"
190206173,02/11/2019,02/10/2019,2000,,Rampart,0221,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4100    BEVERLY                      BL,,"(34.0777, -118.2961)"
190206188,02/11/2019,02/11/2019,1530,,Rampart,0261,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1402 1822 2004,54,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,998,,,ALVARADO,7TH,"(34.0567, -118.2815)"
190206189,02/11/2019,02/09/2019,0530,,Rampart,0246,350,"THEFT, PERSON",0305 0344 0346 0377 1822 0216,32,F,H,102,SIDEWALK,,,IC,Invest Cont,350,,,,ALVARADO,6TH,"(34.0596, -118.2749)"
190206190,02/11/2019,02/06/2019,1405,,Rampart,0251,662,"BUNCO, GRAND THEFT",0701,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,400 S  RAMPART                      BL,,"(34.0649, -118.2797)"
190206192,02/11/2019,02/11/2019,1635,,Rampart,0248,350,"THEFT, PERSON",0910 0305 0344 0346 1822,37,M,W,124,BUS STOP,,,IC,Invest Cont,350,,,,3RD,WITMER,"(34.0591, -118.2635)"
190206193,02/11/2019,02/10/2019,2300,,Rampart,0216,330,BURGLARY FROM VEHICLE,0329 0344 0385 1300,54,M,O,101,STREET,,,IC,Invest Cont,330,,,,2400    BELLEVUE                     AV,,"(34.0746, -118.2707)"
190206194,02/11/2019,02/07/2019,1640,,Rampart,0237,330,BURGLARY FROM VEHICLE,0344 1300,19,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1200 W  3RD                          ST,,"(34.0621, -118.2619)"
190206195,02/11/2019,02/11/2019,1845,,Rampart,0217,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0906 0421,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,700 N  BONNIE BRAE                  ST,,"(34.073, -118.264)"
190206196,02/11/2019,02/04/2019,1200,,Rampart,0237,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,2ND                          ST,UNION                        AV,"(34.0637, -118.2662)"
190206198,02/11/2019,02/11/2019,2055,,Rampart,0215,350,"THEFT, PERSON",1900 0342 1309 1402 0202 0216 0344 0346 1822,18,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,998,,,BENTON,BELLEVUE,"(34.076, -118.2737)"
190206200,02/11/2019,02/11/2019,1640,,Rampart,0239,622,BATTERY ON A FIREFIGHTER,2004 1213 0416 0446,34,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,622,,,,BEAUDRY,TEMPLE,"(34.0632, -118.2513)"
190206202,02/04/2019,01/10/2019,0030,,Rampart,0266,354,THEFT OF IDENTITY,0100,47,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 S  BURLINGTON                   AV,,"(34.055, -118.2735)"
190206204,02/11/2019,02/10/2019,1250,,Rampart,0245,860,BATTERY WITH SEXUAL CONTACT,0522 1206 1501 1822 0329,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,500 S  CORONADO                     ST,,"(34.064, -118.2791)"
190206205,02/08/2019,02/08/2019,1220,,Rampart,0251,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0447 0329 0421,41,F,H,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,IC,Invest Cont,930,,,,600 S  RAMPART                      BL,,"(34.0624, -118.2813)"
190206206,02/11/2019,02/11/2019,1200,,Rampart,0204,354,THEFT OF IDENTITY,0100,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,900    TULAROSA                     DR,,"(34.0835, -118.2799)"
190206207,02/11/2019,02/11/2019,2100,,Rampart,0256,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0446,43,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6TH                          ST,UNION,"(34.0579, -118.2711)"
190206208,02/08/2019,02/08/2019,1220,,Rampart,0251,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0447 0329 0421,34,F,H,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,IC,Invest Cont,930,,,,600 S  RAMPART                      BL,,"(34.0624, -118.2813)"
190206209,02/11/2019,02/11/2019,2035,,Rampart,0248,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 0417,31,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,1500 W  4TH                          ST,,"(34.0579, -118.2649)"
190206210,02/12/2019,02/10/2019,1600,,Rampart,0211,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,53,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,500 N  KENMORE                      AV,,"(34.079, -118.2967)"
190206211,02/12/2019,02/11/2019,1630,,Rampart,0236,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,30,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,BURLINGTON,MIRAMAR,"(34.0613, -118.2689)"
190206214,02/11/2019,02/11/2019,1035,,Rampart,0217,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1822,0,X,X,101,STREET,,,IC,Invest Cont,745,,,,700    GLENDALE                     BL,,"(34.0727, -118.2637)"
190206215,02/12/2019,02/05/2019,1300,,Rampart,0215,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,RAMPART,TEMPLE,"(34.0726, -118.2749)"
190206222,02/12/2019,02/11/2019,1300,,Rampart,0249,330,BURGLARY FROM VEHICLE,1822 0344 1501,41,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,400    LUCAS                        AV,,"(34.0574, -118.2621)"
190206233,02/12/2019,02/11/2019,1200,,Rampart,0269,662,"BUNCO, GRAND THEFT",0800,48,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,1200 W  7TH                          ST,,"(34.0515, -118.2658)"
190206235,02/12/2019,02/08/2019,2100,,Rampart,0245,946,OTHER MISCELLANEOUS CRIME,1402 1407 0319 0916 0443 0913 0906,35,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,946,998,,,PARK VIEW,OCEAN VIEW,"(34.0627, -118.2774)"
190206236,02/12/2019,02/12/2019,0810,,Rampart,0211,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1273 1309 0416 1206,34,F,H,101,STREET,307,VEHICLE,IC,Invest Cont,236,,,,500 N  MARIPOSA                     AV,,"(34.079, -118.2992)"
190206241,02/12/2019,02/12/2019,1200,,Rampart,0249,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021 0334 0432 1824 1251 1815 0416 0446 2029 0913,18,M,H,721,HIGH SCHOOL,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,300    LUCAS                        AV,,"(34.0583, -118.2616)"
190206242,02/12/2019,02/12/2019,1730,,Rampart,0205,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3300 W  SUNSET                       BL,,"(34.0865, -118.2753)"
190206243,02/12/2019,02/03/2019,1700,,Rampart,0202,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BURNS                        AV,MADISON                      AV,"(34.0877, -118.2893)"
190206244,02/12/2019,02/11/2019,2145,,Rampart,0237,320,"BURGLARY, ATTEMPTED",0329 1607,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,200    LOMA                         DR,,"(34.0613, -118.2638)"
190206246,02/12/2019,01/29/2019,1800,,Rampart,0212,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3900    MIDDLEBURY                   ST,,"(34.0798, -118.2892)"
190206247,02/12/2019,01/18/2019,0900,,Rampart,0218,354,THEFT OF IDENTITY,0928,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600    ECHO PARK                    AV,,"(34.0699, -118.2596)"
190206248,02/12/2019,02/11/2019,2300,,Rampart,0256,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 0344,26,M,W,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,WESTLAKE,WILSHIRE,"(34.0574, -118.2736)"
190206250,02/11/2019,02/11/2019,1400,,Rampart,0236,354,THEFT OF IDENTITY,0100 0928,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  BURLINGTON                   AV,,"(34.063, -118.2679)"
190206252,02/12/2019,02/12/2019,1100,,Rampart,0245,210,ROBBERY,2000 1813 0344 1243 0448 1419 1407,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,998,,,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
190206254,02/12/2019,02/11/2019,2100,,Rampart,0212,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30,F,W,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,3700    MIDDLEBURY                   ST,,"(34.0794, -118.2844)"
190206255,02/12/2019,02/12/2019,1530,,Rampart,0266,624,BATTERY - SIMPLE ASSAULT,0910 1822 0416 0305 0446 1202 2049,64,M,H,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH                          ST,UNION                        AV,"(34.0523, -118.2722)"
190206257,02/12/2019,02/12/2019,0710,,Rampart,0265,946,OTHER MISCELLANEOUS CRIME,0329,0,X,X,101,STREET,,,IC,Invest Cont,946,,,,2100 W  7TH                          ST,,"(34.0565, -118.2768)"
190206261,02/12/2019,02/12/2019,1920,,Rampart,0289,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2001 1822 0319 0421 0432 2002,30,F,B,123,PARKING UNDERGROUND/BUILDING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,1500 W  PICO                         BL,,"(34.0453, -118.2738)"
190206262,02/12/2019,02/12/2019,1725,,Rampart,0291,210,ROBBERY,1218 2004 0906 1816 0342 0334 0302 0432 0344 1402,28,M,H,102,SIDEWALK,113,SIMULATED GUN,AA,Adult Arrest,210,998,,,PICO,ALBANY,"(34.0444, -118.2827)"
190206263,02/12/2019,02/12/2019,1750,,Rampart,0236,210,ROBBERY,0325 0416 0446 0945 2028,0,X,X,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,ALVARADO,BEVERLY,"(34.0667, -118.2703)"
190206266,02/13/2019,02/12/2019,0630,,Rampart,0257,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 2032,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,440,,,,1400 W  6TH                          ST,,"(34.0562, -118.2673)"
190206268,02/12/2019,02/12/2019,2100,,Rampart,0245,310,BURGLARY,1822 1501,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310,,,,2500 W  6TH                          ST,,"(34.0616, -118.2795)"
190206269,02/13/2019,02/13/2019,0505,,Rampart,0269,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0344 0554 0602 2003 0329,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,800    COLUMBIA                     AV,,"(34.0506, -118.2699)"
190206270,02/13/2019,02/13/2019,0330,,Rampart,0251,624,BATTERY - SIMPLE ASSAULT,0913 0417 0401,44,F,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2700    WILSHIRE                     BL,,"(34.0609, -118.2823)"
190206272,02/13/2019,02/12/2019,2300,,Rampart,0251,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,42,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,2700    WILSHIRE                     BL,,"(34.0609, -118.2823)"
190206273,02/13/2019,01/24/2019,1200,,Rampart,0211,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,600 N  BERENDO                      ST,,"(34.0818, -118.2941)"
190206280,02/13/2019,01/31/2019,2100,,Rampart,0266,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  BURLINGTON                   AV,,"(34.055, -118.2735)"
190206281,02/13/2019,02/13/2019,1020,,Rampart,0265,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0216 0325 1236 1822 0342,0,X,X,401,MINI-MART,,,IC,Invest Cont,442,,,,2000 W  8TH                          ST,,"(34.0544, -118.2767)"
190206283,02/12/2019,02/12/2019,1000,,Rampart,0245,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1300 1309 1813 2000 0400,39,F,H,101,STREET,307,VEHICLE,IC,Invest Cont,626,,,,6TH,PARK VIEW,"(34.0612, -118.2785)"
190206291,02/13/2019,02/12/2019,2000,,Rampart,0218,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,700    ECHO PARK                    TR,,"(34.071, -118.2588)"
190206302,02/13/2019,02/12/2019,1730,,Rampart,0216,330,BURGLARY FROM VEHICLE,0344 0329 1607 1307,47,M,O,101,STREET,,,IC,Invest Cont,330,,,,SCOUT                        WY,ROSEMONT                     AV,"(34.0724, -118.2695)"
190206303,02/13/2019,02/13/2019,0715,,Rampart,0256,624,BATTERY - SIMPLE ASSAULT,0913 1822 0416,22,M,H,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1600    WILSHIRE                     BL,,"(34.0554, -118.2702)"
190206305,02/13/2019,02/13/2019,1230,,Rampart,0248,624,BATTERY - SIMPLE ASSAULT,2002 0913 0319 0448 1810,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300    COLUMBIA                     AV,,"(34.0594, -118.2644)"
190206318,02/13/2019,02/13/2019,1500,,Rampart,0218,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1400    ALLISON                      AV,,"(34.0735, -118.2526)"
190206324,02/13/2019,02/13/2019,1910,,Rampart,0221,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0910 1822 0334 0432 0411 0319 2048 2004 1218,37,M,B,906,MTA - RED LINE - VERMONT/BEVERLY,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,230,,,,BEVERLY,VERMONT,"(34.0763, -118.2917)"
190206326,02/13/2019,02/13/2019,1300,,Rampart,0216,624,BATTERY - SIMPLE ASSAULT,0603 0361 0416 0334 0432 0445 2021,56,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,800    WATERLOO                     ST,,"(34.0756, -118.2683)"
190206328,02/13/2019,02/13/2019,0840,,Rampart,0236,901,VIOLATION OF RESTRAINING ORDER,2000 2038 0319,52,F,H,101,STREET,,,IC,Invest Cont,901,,,,100 S  BURLINGTON                   AV,,"(34.065, -118.2666)"
190206329,02/13/2019,02/12/2019,1845,,Rampart,0246,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,30,F,B,101,STREET,,,IC,Invest Cont,440,,,,3RD,BONNIE BRAE,"(34.0619, -118.2702)"
190206330,02/13/2019,02/13/2019,0800,,Rampart,0257,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,400    UNION                        DR,,"(34.0592, -118.2674)"
190206331,02/13/2019,02/11/2019,1800,,Rampart,0249,330,BURGLARY FROM VEHICLE,0344 1300 1302 1607,26,F,H,101,STREET,,,IC,Invest Cont,330,,,,BIXEL,WILSHIRE,"(34.0524, -118.2633)"
190206337,02/13/2019,02/12/2019,1600,,Rampart,0285,330,BURGLARY FROM VEHICLE,0385 0344,31,M,H,101,STREET,,,IC,Invest Cont,330,,,,WESTLAKE,PICO,"(34.0467, -118.2814)"
190206341,02/13/2019,02/13/2019,1650,,Rampart,0269,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0447,50,F,H,102,SIDEWALK,212,BOTTLE,AO,Adult Other,230,,,,1400    JAMES M WOOD                 BL,,"(34.0508, -118.2683)"
190206342,02/13/2019,02/13/2019,2350,,Rampart,0247,210,ROBBERY,0906 0371 1822 0202 0334 0337 0344,18,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,,,3RD,UNION,"(34.0609, -118.2679)"
190206343,02/13/2019,02/13/2019,1650,,Rampart,0204,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,40,M,A,222,LAUNDROMAT,511,VERBAL THREAT,IC,Invest Cont,930,,,,3800 W  SUNSET                       BL,,"(34.091, -118.2788)"
190206344,02/13/2019,02/13/2019,1910,,Rampart,0219,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0342 0325 1309,0,X,X,403,DRUG STORE,,,IC,Invest Cont,440,,,,1000 W  SUNSET                       BL,,"(34.0641, -118.248)"
190206345,02/13/2019,02/13/2019,2300,,Rampart,0265,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 2011 1252 0400,35,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,700 S  ALVARADO                     ST,,"(34.0565, -118.2768)"
190206347,02/14/2019,02/13/2019,1900,,Rampart,0245,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500    GRAND VIEW                   ST,,"(34.0617, -118.2761)"
190206348,02/14/2019,02/13/2019,2030,,Rampart,0236,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,COURT                        ST,BONNIE BRAE                  ST,"(34.0687, -118.2672)"
190206349,02/14/2019,02/13/2019,2100,,Rampart,0275,330,BURGLARY FROM VEHICLE,0329 1307 1609 0344,28,M,W,101,STREET,,,IC,Invest Cont,330,,,,OLYMPIC,BONNIE BRAE,"(34.0507, -118.2776)"
190206350,02/14/2019,02/14/2019,0300,,Rampart,0212,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3900    MIDDLEBURY                   ST,,"(34.0798, -118.2892)"
190206357,02/14/2019,02/14/2019,0001,,Rampart,0217,330,BURGLARY FROM VEHICLE,1307 1609 0329 0344,31,F,W,101,STREET,,,IC,Invest Cont,330,,,,1900    CLINTON                      ST,,"(34.073, -118.264)"
190206360,02/14/2019,02/14/2019,0545,,Rampart,0235,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0216 0329 1236 1309 1822,0,X,X,301,GAS STATION,,,IC,Invest Cont,745,,,,2100 W  TEMPLE                       ST,,"(34.0703, -118.268)"
190206376,02/14/2019,02/14/2019,0245,,Rampart,0202,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,998,,,4300    LOCKWOOD                     AV,,"(34.0887, -118.2869)"
190206378,02/14/2019,02/14/2019,1215,,Rampart,0246,350,"THEFT, PERSON",0216 0344 0346 1822 1202 0910,62,F,O,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,350,,,,600 S  ALVARADO                     ST,,"(34.0596, -118.2749)"
190206379,02/14/2019,02/11/2019,1120,,Rampart,0291,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,32,M,W,801,MTA BUS,,,IC,Invest Cont,440,,,,PICO,ALVARADO,"(34.0461, -118.2801)"
190206395,02/14/2019,01/21/2019,1200,,Rampart,0275,210,ROBBERY,0334 0342 0344 0418 1300 1309 1822 0443 1202,72,F,H,402,MARKET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,910,,,1600 W  OLYMPIC                      BL,,"(34.0492, -118.2742)"
190206396,02/14/2019,02/02/2019,1249,,Rampart,0248,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,49,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,300    LOMA                         DR,,"(34.0599, -118.2655)"
190206397,02/14/2019,02/07/2019,1940,,Rampart,0219,210,ROBBERY,0216 0325 0342 0416 0945 1236 1309 1822,0,X,X,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1300 W  SUNSET                       BL,,"(34.072, -118.2508)"
190206398,02/14/2019,02/13/2019,1400,,Rampart,0202,946,OTHER MISCELLANEOUS CRIME,0603 1309,61,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,946,,,,4300    LOCKWOOD                     AV,,"(34.0887, -118.2869)"
190206400,02/14/2019,02/13/2019,2130,,Rampart,0238,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202 1300,61,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,400 E  EDGEWARE                     RD,,"(34.0656, -118.2553)"
190206402,02/14/2019,01/08/2019,0900,,Rampart,0245,888,TRESPASSING,0329 0913,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,2500 W  6TH                          ST,,"(34.0616, -118.2795)"
190206405,02/14/2019,02/14/2019,1510,,Rampart,0236,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,31,M,H,101,STREET,,,IC,Invest Cont,420,,,,100 S  WESTLAKE                     AV,,"(34.066, -118.2689)"
190206408,02/14/2019,02/14/2019,1604,,Rampart,0248,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0906 0342 0371 0446 0429 0445 2034 0417 0422,26,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,300    LOMA                         DR,,"(34.0599, -118.2655)"
190206409,02/14/2019,02/14/2019,1730,,Rampart,0238,210,ROBBERY,1822 0216 0906 0371 0353 0355 0344 0445,19,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,TEMPLE,EDGEWARE,"(34.0667, -118.2546)"
190206410,02/14/2019,02/14/2019,1600,,Rampart,0235,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,28,M,H,101,STREET,,,IC,Invest Cont,341,,,,ROSELAKE,TEMPLE,"(34.071, -118.2701)"
190206414,02/14/2019,02/11/2019,1845,,Rampart,0215,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,300 N  RAMPART                      BL,,"(34.0726, -118.2749)"
